ID_MEDICO;especialidade
3047;GASTROENTEROLOGIA
3048;CLINICA MEDICA
3049;GINECOLOGIA E OBSTETRICIA
3050;CARDIOLOGIA
3051;PEDIATRIA
3052;CLINICA MEDICA
3053;MEDICINA INTENSIVA
3054;CLINICA MEDICA
3055;GASTROENTEROLOGIA
3056;CARDIOLOGIA
3057;MEDICINA INTENSIVA
3058;CLINICA MEDICA
3059;GINECOLOGIA E OBSTETRICIA
3060;OTORRINOLARINGOLOGIA
3061;CARDIOLOGIA
3062;NEUROLOGIA
3063;PEDIATRIA
3064;GINECOLOGIA E OBSTETRICIA
3065;ENDOCRINOLOGIA E METABOLOGIA
3066;CLINICA MEDICA
3067;PSIQUIATRIA
3068;CARDIOLOGIA
3069;CARDIOLOGIA
3070;CLINICA MEDICA
3071;CARDIOLOGIA
3072;CARDIOLOGIA
3073;CARDIOLOGIA
3074;CLINICA MEDICA
3075;CARDIOLOGIA
3076;CIRURGIA GERAL
3077;CARDIOLOGIA
3078;ORTOPEDIA E TRAUMATOLOGIA
3079;GINECOLOGIA E OBSTETRICIA
3080;GASTROENTEROLOGIA
3081;DERMATOLOGIA
3082;CLINICA MEDICA
3083;ANESTESIOLOGIA
3084;MEDICINA DO TRABALHO
3085;PEDIATRIA
3086;CLINICA MEDICA
3087;GINECOLOGIA E OBSTETRICIA
3088;ANESTESIOLOGIA
3089;ANESTESIOLOGIA
3090;GINECOLOGIA E OBSTETRICIA
3091;PSIQUIATRIA
3092;CARDIOLOGIA
3093;PEDIATRIA
3094;GASTROENTEROLOGIA
3095;GINECOLOGIA E OBSTETRICIA
3096;NEUROLOGIA
3097;CLINICA MEDICA
3098;CARDIOLOGIA
3099;CLINICA MEDICA
3100;CARDIOLOGIA
3101;CARDIOLOGIA
3102;GINECOLOGIA E OBSTETRICIA
3103;UROLOGIA
3104;CIRURGIA PLASTICA
3105;CIRURGIA GERAL
3106;CIRURGIA GERAL
3107;REUMATOLOGIA
3108;CARDIOLOGIA
3109;GINECOLOGIA E OBSTETRICIA
3110;GINECOLOGIA E OBSTETRICIA
3111;ANESTESIOLOGIA
3112;CLINICA MEDICA
3113;CLINICA MEDICA
3114;ANESTESIOLOGIA
3115;GASTROENTEROLOGIA
3116;DERMATOLOGIA
3117;GINECOLOGIA E OBSTETRICIA
3118;OTORRINOLARINGOLOGIA
3119;GINECOLOGIA E OBSTETRICIA
3120;CLINICA MEDICA
3121;CLINICA MEDICA
3122;ENDOCRINOLOGIA E METABOLOGIA
3123;CLINICA MEDICA
3124;GASTROENTEROLOGIA
3125;CARDIOLOGIA
3126;ENDOCRINOLOGIA E METABOLOGIA
3127;CLINICA MEDICA
3128;GINECOLOGIA E OBSTETRICIA
3129;ENDOCRINOLOGIA E METABOLOGIA
3130;CARDIOLOGIA
3131;PNEUMOLOGIA
3132;CLINICA MEDICA
3133;CARDIOLOGIA
3134;OFTALMOLOGIA
3135;DERMATOLOGIA
3136;GINECOLOGIA E OBSTETRICIA
3137;CLINICA MEDICA
3138;ORTOPEDIA E TRAUMATOLOGIA
3139;CLINICA MEDICA
3140;CLINICA MEDICA
3141;MEDICINA INTENSIVA
3142;DERMATOLOGIA
3143;INFECTOLOGIA
3144;GERIATRIA
3145;PEDIATRIA
3146;ORTOPEDIA E TRAUMATOLOGIA
3147;CLINICA MEDICA
3148;ORTOPEDIA E TRAUMATOLOGIA
3149;GINECOLOGIA E OBSTETRICIA
3150;CARDIOLOGIA
3151;CARDIOLOGIA
3152;CARDIOLOGIA
3153;CIRURGIA GERAL
3154;ORTOPEDIA E TRAUMATOLOGIA
3155;UROLOGIA
3156;ENDOSCOPIA
3157;CLINICA MEDICA
3158;PEDIATRIA
3159;GINECOLOGIA E OBSTETRICIA
3160;GINECOLOGIA E OBSTETRICIA
3161;NEUROLOGIA
3162;INFECTOLOGIA
3163;PEDIATRIA
3164;PNEUMOLOGIA
3165;MASTOLOGIA
3166;GINECOLOGIA E OBSTETRICIA
3167;PEDIATRIA
3168;CARDIOLOGIA
3169;ORTOPEDIA E TRAUMATOLOGIA
3170;CLINICA MEDICA
3171;PEDIATRIA
3172;ENDOCRINOLOGIA E METABOLOGIA
3173;GINECOLOGIA E OBSTETRICIA
3174;PSIQUIATRIA
3175;UROLOGIA
3176;DERMATOLOGIA
3177;ENDOCRINOLOGIA E METABOLOGIA
3178;PSIQUIATRIA
3179;ORTOPEDIA E TRAUMATOLOGIA
3180;GINECOLOGIA E OBSTETRICIA
3181;GERIATRIA
3182;DERMATOLOGIA
3183;ORTOPEDIA E TRAUMATOLOGIA
3184;CIRURGIA VASCULAR
3185;GERIATRIA
3186;NEFROLOGIA
3187;CARDIOLOGIA
3188;CARDIOLOGIA
3189;CLINICA MEDICA
3190;ANESTESIOLOGIA
3191;GASTROENTEROLOGIA
3192;PNEUMOLOGIA
3193;CARDIOLOGIA
3194;OFTALMOLOGIA
3195;CARDIOLOGIA
3196;CLINICA MEDICA
3197;GINECOLOGIA E OBSTETRICIA
3198;PEDIATRIA
3199;PEDIATRIA
3200;REUMATOLOGIA
3201;OFTALMOLOGIA
3202;PEDIATRIA
3203;PEDIATRIA
3204;ORTOPEDIA E TRAUMATOLOGIA
3205;ANGIOLOGIA
3206;CLINICA MEDICA
3207;ANESTESIOLOGIA
3208;CARDIOLOGIA
3209;CLINICA MEDICA
3210;GINECOLOGIA E OBSTETRICIA
3211;ORTOPEDIA E TRAUMATOLOGIA
3212;CARDIOLOGIA
3213;CIRURGIA GERAL
3214;ANESTESIOLOGIA
3215;PNEUMOLOGIA
3216;GASTROENTEROLOGIA
3217;GASTROENTEROLOGIA
3218;REUMATOLOGIA
3219;CIRURGIA GERAL
3220;ALERGIA E IMUNOLOGIA
3221;NEFROLOGIA
3222;NEUROLOGIA
3223;PEDIATRIA
3224;CLÍNICA MÉDICA | CARDIOLOGIA (Hemodinâmica e Cardiologia Intervencionista) 
3225;ENDOCRINOLOGIA E METABOLOGIA
3226;DERMATOLOGIA
3227;PEDIATRIA
3228;NEUROLOGIA
3229;CLINICA MEDICA
3230;MEDICINA DO TRABALHO
3231;PSIQUIATRIA
3232;CLINICA MEDICA
3233;DERMATOLOGIA
3234;INFECTOLOGIA
3235;PNEUMOLOGIA
3236;CANCEROLOGIA
3237;GASTROENTEROLOGIA
3238;GASTROENTEROLOGIA
3239;GINECOLOGIA E OBSTETRICIA
3240;ORTOPEDIA E TRAUMATOLOGIA
3241;CARDIOLOGIA
3242;PEDIATRIA
3243;DERMATOLOGIA
3244;CLINICA MEDICA
3245;PEDIATRIA
3246;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3247;OTORRINOLARINGOLOGIA
3248;ANESTESIOLOGIA
3249;ENDOCRINOLOGIA E METABOLOGIA
3250;CLINICA MEDICA
3251;CLINICA MEDICA
3252;CLINICA MEDICA
3253;OFTALMOLOGIA
3254;CIRURGIA PLASTICA
3255;ENDOCRINOLOGIA E METABOLOGIA
3256;CARDIOLOGIA
3257;GINECOLOGIA E OBSTETRICIA
3258;CARDIOLOGIA
3259;ENDOCRINOLOGIA E METABOLOGIA
3260;NEUROLOGIA
3261;REUMATOLOGIA
3262;CARDIOLOGIA
3263;GINECOLOGIA E OBSTETRICIA
3264;ENDOCRINOLOGIA E METABOLOGIA
3265;CLINICA MEDICA
3266;NEFROLOGIA
3267;CLINICA MEDICA
3268;PEDIATRIA
3269;GASTROENTEROLOGIA
3270;REUMATOLOGIA
3271;REUMATOLOGIA
3272;ENDOCRINOLOGIA E METABOLOGIA
3273;CARDIOLOGIA
3274;CARDIOLOGIA
3275;PEDIATRIA
3276;ANESTESIOLOGIA
3277;CLINICA MEDICA
3278;CARDIOLOGIA
3279;ENDOCRINOLOGIA E METABOLOGIA
3280;OFTALMOLOGIA
3281;OTORRINOLARINGOLOGIA
3282;PSIQUIATRIA
3283;CLINICA MEDICA
3284;ANESTESIOLOGIA
3285;MEDICINA INTENSIVA
3286;CARDIOLOGIA
3287;CARDIOLOGIA
3288;CARDIOLOGIA
3289;PEDIATRIA
3290;PEDIATRIA
3291;CLINICA MEDICA
3292;CLINICA MEDICA
3293;CARDIOLOGIA
3294;PSIQUIATRIA
3295;ENDOCRINOLOGIA E METABOLOGIA
3296;CARDIOLOGIA
3297;CARDIOLOGIA
3298;NEUROLOGIA
3299;OFTALMOLOGIA
3300;ANESTESIOLOGIA
3301;CLINICA MEDICA
3302;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3303;CARDIOLOGIA
3304;CARDIOLOGIA
3305;NEUROLOGIA
3306;GINECOLOGIA E OBSTETRICIA
3307;CARDIOLOGIA
3308;NEFROLOGIA
3309;CLINICA MEDICA
3310;MEDICINA DO TRABALHO
3311;REUMATOLOGIA
3312;CARDIOLOGIA
3313;MEDICINA INTENSIVA | CARDIOLOGIA
3314;PEDIATRIA
3315;ENDOCRINOLOGIA E METABOLOGIA
3316;CANCEROLOGIA
3317;CARDIOLOGIA
3318;COLOPROCTOLOGIA
3319;CLINICA MEDICA
3320;CLINICA MEDICA
3321;CLINICA MEDICA
3322;CLINICA MEDICA
3323;GINECOLOGIA E OBSTETRICIA
3324;CLINICA MEDICA
3325;GINECOLOGIA E OBSTETRICIA
3326;CIRURGIA GERAL
3327;CLINICA MEDICA
3328;CLINICA MEDICA
3329;OFTALMOLOGIA
3330;GINECOLOGIA E OBSTETRICIA
3331;CLINICA MEDICA
3332;CIRURGIA GERAL
3333;GASTROENTEROLOGIA
3334;CARDIOLOGIA
3335;CARDIOLOGIA
3336;CARDIOLOGIA
3337;CARDIOLOGIA
3338;ORTOPEDIA E TRAUMATOLOGIA
3339;UROLOGIA
3340;GASTROENTEROLOGIA
3341;CIRURGIA DE CABECA E PESCOCO
3342;CIRURGIA PLASTICA
3343;CARDIOLOGIA
3344;PSIQUIATRIA
3345;ENDOCRINOLOGIA E METABOLOGIA
3346;OFTALMOLOGIA
3347;OFTALMOLOGIA
3348;INFECTOLOGIA
3349;PSIQUIATRIA
3350;CIRURGIA GERAL
3351;ANESTESIOLOGIA
3352;CLINICA MEDICA
3353;CLINICA MEDICA
3354;DERMATOLOGIA
3355;ANESTESIOLOGIA
3356;DERMATOLOGIA
3357;CARDIOLOGIA
3358;ENDOCRINOLOGIA E METABOLOGIA
3359;DERMATOLOGIA
3360;NEUROLOGIA
3361;NEUROLOGIA
3362;CARDIOLOGIA
3363;CIRURGIA GERAL
3364;CARDIOLOGIA
3365;ENDOCRINOLOGIA E METABOLOGIA
3366;CANCEROLOGIA
3367;CARDIOLOGIA
3368;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3369;CLINICA MEDICA
3370;HEMATOLOGIA E HEMOTERAPIA
3371;NEFROLOGIA
3372;GERIATRIA
3373;PNEUMOLOGIA
3374;CIRURGIA GERAL
3375;GINECOLOGIA E OBSTETRICIA
3376;CLINICA MEDICA
3377;PSIQUIATRIA
3378;PSIQUIATRIA
3379;CLINICA MEDICA
3380;DERMATOLOGIA
3381;ENDOCRINOLOGIA E METABOLOGIA
3382;ORTOPEDIA E TRAUMATOLOGIA
3383;PSIQUIATRIA
3384;CIRURGIA GERAL
3385;OFTALMOLOGIA
3386;ANESTESIOLOGIA
3387;GASTROENTEROLOGIA
3388;ENDOCRINOLOGIA E METABOLOGIA
3389;PSIQUIATRIA
3390;GERIATRIA
3391;ORTOPEDIA E TRAUMATOLOGIA
3392;ENDOCRINOLOGIA E METABOLOGIA
3393;NEUROLOGIA
3394;CIRURGIA DO APARELHO DIGESTIVO
3395;NEFROLOGIA
3396;CARDIOLOGIA
3397;NEUROCIRURGIA
3398;NEUROCIRURGIA
3399;ANGIOLOGIA
3400;OFTALMOLOGIA
3401;CARDIOLOGIA
3402;CARDIOLOGIA
3403;CLINICA MEDICA
3404;CLINICA MEDICA
3405;GASTROENTEROLOGIA
3406;ANGIOLOGIA
3407;INFECTOLOGIA
3408;GINECOLOGIA E OBSTETRICIA
3409;GERIATRIA
3410;GINECOLOGIA E OBSTETRICIA
3411;OTORRINOLARINGOLOGIA
3412;CARDIOLOGIA
3413;ENDOCRINOLOGIA E METABOLOGIA
3414;OTORRINOLARINGOLOGIA
3415;CARDIOLOGIA
3416;PEDIATRIA
3417;CARDIOLOGIA
3418;CLINICA MEDICA
3419;CIRURGIA CARDIOVASCULAR
3420;ALERGIA E IMUNOLOGIA
3421;CARDIOLOGIA
3422;ORTOPEDIA E TRAUMATOLOGIA
3423;ENDOCRINOLOGIA E METABOLOGIA
3424;PSIQUIATRIA
3425;NUTROLOGIA
3426;ENDOCRINOLOGIA E METABOLOGIA
3427;CARDIOLOGIA
3428;NEUROCIRURGIA
3429;ORTOPEDIA E TRAUMATOLOGIA
3430;CARDIOLOGIA
3431;ENDOCRINOLOGIA E METABOLOGIA
3432;ORTOPEDIA E TRAUMATOLOGIA
3433;NEUROLOGIA
3434;CARDIOLOGIA
3435;CARDIOLOGIA
3436;OFTALMOLOGIA
3437;UROLOGIA
3438;PSIQUIATRIA
3439;CARDIOLOGIA
3440;PEDIATRIA
3441;OFTALMOLOGIA
3442;UROLOGIA
3443;ENDOCRINOLOGIA E METABOLOGIA
3444;OTORRINOLARINGOLOGIA
3445;ENDOCRINOLOGIA E METABOLOGIA
3446;ORTOPEDIA E TRAUMATOLOGIA
3447;CARDIOLOGIA
3448;ENDOCRINOLOGIA E METABOLOGIA
3449;ANESTESIOLOGIA
3450;DERMATOLOGIA
3451;REUMATOLOGIA
3452;ANESTESIOLOGIA
3453;PEDIATRIA
3454;CIRURGIA GERAL
3455;CLINICA MEDICA
3456;CANCEROLOGIA
3457;INFECTOLOGIA
3458;PSIQUIATRIA
3459;NEUROLOGIA
3460;NEUROLOGIA
3461;ANESTESIOLOGIA
3462;CLINICA MEDICA
3463;GERIATRIA
3464;CARDIOLOGIA
3465;ENDOCRINOLOGIA E METABOLOGIA
3466;CLINICA MEDICA
3467;CARDIOLOGIA
3468;CARDIOLOGIA
3469;UROLOGIA
3470;ENDOCRINOLOGIA E METABOLOGIA
3471;ENDOCRINOLOGIA E METABOLOGIA
3472;ORTOPEDIA E TRAUMATOLOGIA
3473;INFECTOLOGIA
3474;CLINICA MEDICA
3475;CLINICA MEDICA
3476;ENDOCRINOLOGIA E METABOLOGIA
3477;OTORRINOLARINGOLOGIA
3478;CLINICA MEDICA
3479;CLINICA MEDICA
3480;NEUROLOGIA
3481;OFTALMOLOGIA
3482;ENDOCRINOLOGIA E METABOLOGIA
3483;NEFROLOGIA
3484;OFTALMOLOGIA
3485;GINECOLOGIA E OBSTETRICIA
3486;ORTOPEDIA E TRAUMATOLOGIA
3487;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3488;CARDIOLOGIA
3489;CLINICA MEDICA
3490;OFTALMOLOGIA
3491;OUTRAS OCUPACOES MEDICAS
3492;CIRURGIA GERAL
3493;CLINICA MEDICA
3494;NEUROLOGIA
3495;OTORRINOLARINGOLOGIA
3496;NEUROLOGIA
3497;NEUROLOGIA
3498;UROLOGIA
3499;ENDOCRINOLOGIA E METABOLOGIA
3500;ENDOCRINOLOGIA E METABOLOGIA
3501;PEDIATRIA
3502;PEDIATRIA
3503;CARDIOLOGIA
3504;CLINICA MEDICA
3505;ANESTESIOLOGIA
3506;ENDOCRINOLOGIA E METABOLOGIA
3507;CLINICA MEDICA
3508;PEDIATRIA
3509;ENDOCRINOLOGIA E METABOLOGIA
3510;PEDIATRIA
3511;OTORRINOLARINGOLOGIA
3512;CARDIOLOGIA
3513;CLINICA MEDICA
3514;GASTROENTEROLOGIA
3515;PSIQUIATRIA
3516;ANESTESIOLOGIA
3517;PEDIATRIA
3518;CARDIOLOGIA
3519;OTORRINOLARINGOLOGIA
3520;ENDOCRINOLOGIA E METABOLOGIA
3521;ORTOPEDIA E TRAUMATOLOGIA
3522;CARDIOLOGIA
3523;CARDIOLOGIA
3524;ENDOCRINOLOGIA E METABOLOGIA
3525;GINECOLOGIA E OBSTETRICIA
3526;CLINICA MEDICA
3527;OTORRINOLARINGOLOGIA
3528;PEDIATRIA
3529;GINECOLOGIA E OBSTETRICIA
3530;NUTROLOGIA
3531;PEDIATRIA
3532;MEDICINA DE FAMILIA E COMUNIDADE
3533;CLINICA MEDICA
3534;CLINICA MEDICA
3535;CLINICA MEDICA
3536;PEDIATRIA
3537;ENDOCRINOLOGIA E METABOLOGIA
3538;CLINICA MEDICA
3539;CLINICA MEDICA
3540;MEDICINA DE FAMILIA E COMUNIDADE
3541;CLINICA MEDICA
3542;DERMATOLOGIA
3543;CIRURGIA GERAL
3544;CLINICA MEDICA
3545;CLINICA MEDICA
3546;CLINICA MEDICA
3547;CLINICA MEDICA
3548;CLINICA MEDICA
3549;CLINICA MEDICA
3550;CLINICA MEDICA
3551;CLINICA MEDICA
3552;CLINICA MEDICA
3553;CLINICA MEDICA
3554;CLINICA MEDICA
3555;CARDIOLOGIA
3556;CLINICA MEDICA
3557;CLINICA MEDICA
3558;NEUROLOGIA
3559;CLINICA MEDICA
3560;CLINICA MEDICA
3561;CLINICA MEDICA
3562;CLINICA MEDICA
3563;CLINICA MEDICA
3564;CLINICA MEDICA
3565;CLINICA MEDICA
3566;CLINICA MEDICA
3567;CLINICA MEDICA
3568;CARDIOLOGIA
3569;CLINICA MEDICA
3570;CLINICA MEDICA
3571;CLINICA MEDICA
3572;CLINICA MEDICA
3573;CLINICA MEDICA
3574;CLINICA MEDICA
3575;CLINICA MEDICA
3576;CLINICA MEDICA
3577;CLINICA MEDICA
3578;CLINICA MEDICA
3579;CLINICA MEDICA
3580;CLINICA MEDICA
3581;CLINICA MEDICA
3582;CLINICA MEDICA
3583;CLINICA MEDICA
3584;CIRURGIA GERAL
3585;CARDIOLOGIA
3586;CLINICA MEDICA
3587;CLINICA MEDICA
3588;CLINICA MEDICA
3589;CLINICA MEDICA
3590;PSIQUIATRIA
3591;CLINICA MEDICA
3592;CLINICA MEDICA
3593;CLINICA MEDICA
3594;CLINICA MEDICA
3595;CLINICA MEDICA
3596;CIRURGIA GERAL
3597;CLINICA MEDICA
3598;PNEUMOLOGIA
3599;CIRURGIA GERAL
3600;PSIQUIATRIA
3601;CLINICA MEDICA
3602;PEDIATRIA
3603;ENDOCRINOLOGIA E METABOLOGIA
3604;NEUROLOGIA
3605;GINECOLOGIA E OBSTETRICIA
3606;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3607;CARDIOLOGIA
3608;CIRURGIA GERAL
3609;PEDIATRIA
3610;MEDICINA DO TRABALHO
3611;CLINICA MEDICA
3612;DERMATOLOGIA
3613;CLINICA MEDICA
3614;ANESTESIOLOGIA
3615;GINECOLOGIA E OBSTETRICIA
3616;ORTOPEDIA E TRAUMATOLOGIA
3617;ORTOPEDIA E TRAUMATOLOGIA
3618;NEFROLOGIA
3619;PSIQUIATRIA
3620;PSIQUIATRIA
3621;CARDIOLOGIA
3622;CLINICA MEDICA
3623;PEDIATRIA
3624;CLINICA MEDICA
3625;ENDOCRINOLOGIA E METABOLOGIA
3626;CLINICA MEDICA
3627;REUMATOLOGIA
3628;CLINICA MEDICA
3629;PEDIATRIA
3630;GINECOLOGIA E OBSTETRICIA
3631;CLINICA MEDICA
3632;PNEUMOLOGIA
3633;ORTOPEDIA E TRAUMATOLOGIA
3634;CARDIOLOGIA
3635;CLINICA MEDICA
3636;CLINICA MEDICA
3637;GASTROENTEROLOGIA
3638;CIRURGIA GERAL
3639;CIRURGIA GERAL
3640;GINECOLOGIA E OBSTETRICIA
3641;CARDIOLOGIA
3642;ANESTESIOLOGIA
3643;CARDIOLOGIA
3644;CIRURGIA PEDIATRICA
3645;PNEUMOLOGIA
3646;ORTOPEDIA E TRAUMATOLOGIA
3647;CLINICA MEDICA
3648;CARDIOLOGIA
3649;CIRURGIA GERAL
3650;ALERGIA E IMUNOLOGIA
3651;ANESTESIOLOGIA
3652;CIRURGIA GERAL
3653;PEDIATRIA
3654;CLINICA MEDICA
3655;UROLOGIA
3656;CARDIOLOGIA
3657;CARDIOLOGIA
3658;DERMATOLOGIA
3659;CANCEROLOGIA
3660;GASTROENTEROLOGIA
3661;NEUROLOGIA
3662;PNEUMOLOGIA
3663;ORTOPEDIA E TRAUMATOLOGIA
3664;OFTALMOLOGIA
3665;CARDIOLOGIA
3666;DERMATOLOGIA
3667;PSIQUIATRIA
3668;CIRURGIA GERAL
3669;PEDIATRIA
3670;PSIQUIATRIA
3671;CLINICA MEDICA
3672;PNEUMOLOGIA
3673;PSIQUIATRIA
3674;NEFROLOGIA
3675;CARDIOLOGIA
3676;UROLOGIA
3677;CARDIOLOGIA
3678;GINECOLOGIA E OBSTETRICIA
3679;PEDIATRIA
3680;CIRURGIA GERAL
3681;CLINICA MEDICA
3682;PSIQUIATRIA
3683;CLINICA MEDICA
3684;RADIOTERAPIA
3685;PEDIATRIA
3686;ORTOPEDIA E TRAUMATOLOGIA
3687;PEDIATRIA
3688;CIRURGIA DE CABECA E PESCOCO
3689;NEUROLOGIA
3690;GINECOLOGIA E OBSTETRICIA
3691;NEUROLOGIA
3692;GINECOLOGIA E OBSTETRICIA
3693;CARDIOLOGIA
3694;CARDIOLOGIA
3695;GASTROENTEROLOGIA
3696;REUMATOLOGIA
3697;OTORRINOLARINGOLOGIA
3698;CARDIOLOGIA
3699;RADIOLOGIA E DIAGNOSTICO POR IMAGEM
3700;NEUROLOGIA
3701;PEDIATRIA
3702;CIRURGIA GERAL
3703;CLINICA MEDICA
3704;CLINICA MEDICA
3705;CIRURGIA GERAL
3706;GINECOLOGIA E OBSTETRICIA
3707;ENDOCRINOLOGIA E METABOLOGIA
3708;CARDIOLOGIA
3709;OFTALMOLOGIA
3710;CLINICA MEDICA
3711;PSIQUIATRIA
3712;ENDOCRINOLOGIA E METABOLOGIA
3713;OTORRINOLARINGOLOGIA
3714;REUMATOLOGIA
3715;OFTALMOLOGIA
3716;CIRURGIA GERAL
3717;PEDIATRIA
3718;GINECOLOGIA E OBSTETRICIA
3719;PEDIATRIA
3720;PSIQUIATRIA
3721;GINECOLOGIA E OBSTETRICIA
3722;CARDIOLOGIA
3723;NEUROLOGIA
3724;GINECOLOGIA E OBSTETRICIA
3725;CLINICA MEDICA
3726;ANGIOLOGIA
3727;CARDIOLOGIA
3728;GINECOLOGIA E OBSTETRICIA
3729;GINECOLOGIA E OBSTETRICIA
3730;ENDOCRINOLOGIA E METABOLOGIA
3731;PSIQUIATRIA
3732;CARDIOLOGIA
3733;GASTROENTEROLOGIA
3734;PEDIATRIA
3735;GINECOLOGIA E OBSTETRICIA
3736;PEDIATRIA
3737;PEDIATRIA
3738;PNEUMOLOGIA
3739;GINECOLOGIA E OBSTETRICIA
3740;GINECOLOGIA E OBSTETRICIA
3741;CIRURGIA PLASTICA
3742;PEDIATRIA
3743;GINECOLOGIA E OBSTETRICIA
3744;ANESTESIOLOGIA
3745;CIRURGIA PLASTICA
3746;PEDIATRIA
3747;CLINICA MEDICA
3748;INFECTOLOGIA
3749;PSIQUIATRIA
3750;DERMATOLOGIA
3751;OTORRINOLARINGOLOGIA
3752;ANESTESIOLOGIA
3753;CARDIOLOGIA
3754;CLINICA MEDICA
3755;PATOLOGIA CLINICA MEDICINA LABORATORIAL
3756;MEDICINA DO TRABALHO
3757;OTORRINOLARINGOLOGIA
3758;PSIQUIATRIA
3759;CANCEROLOGIA
3760;HEMATOLOGIA E HEMOTERAPIA
3761;ANESTESIOLOGIA
3762;COLOPROCTOLOGIA
3763;PSIQUIATRIA
3764;PEDIATRIA
3765;OFTALMOLOGIA
3766;ANESTESIOLOGIA
3767;CLINICA MEDICA
3768;OFTALMOLOGIA
3769;PSIQUIATRIA
3770;CARDIOLOGIA
3771;MEDICINA DO TRABALHO
3772;PEDIATRIA
3773;ANESTESIOLOGIA
3774;PSIQUIATRIA
3775;HEMATOLOGIA E HEMOTERAPIA
3776;DERMATOLOGIA
3777;OTORRINOLARINGOLOGIA
3778;MEDICINA DO TRABALHO
3779;REUMATOLOGIA
3780;CARDIOLOGIA
3781;PEDIATRIA
3782;ANESTESIOLOGIA
3783;OFTALMOLOGIA
3784;ORTOPEDIA E TRAUMATOLOGIA
3785;GINECOLOGIA E OBSTETRICIA
3786;CLINICA MEDICA
3787;PEDIATRIA
3788;PSIQUIATRIA
3789;PEDIATRIA
3790;GINECOLOGIA E OBSTETRICIA
3791;ORTOPEDIA E TRAUMATOLOGIA
3792;CLINICA MEDICA
3793;GASTROENTEROLOGIA
3794;ALERGIA E IMUNOLOGIA
3795;CARDIOLOGIA
3796;CIRURGIA GERAL
3797;CARDIOLOGIA | MEDICINA DO TRABALHO
3798;PEDIATRIA
3799;ORTOPEDIA E TRAUMATOLOGIA
3800;CLINICA MEDICA
3801;ANESTESIOLOGIA
3802;PSIQUIATRIA
3803;CIRURGIA DE CABECA E PESCOCO
3804;CLINICA MEDICA
3805;PEDIATRIA
3806;OTORRINOLARINGOLOGIA
3807;PSIQUIATRIA
3808;CARDIOLOGIA
3809;PEDIATRIA
3810;ORTOPEDIA E TRAUMATOLOGIA
3811;ANESTESIOLOGIA
3812;NEUROLOGIA
3813;CARDIOLOGIA
3814;CIRURGIA GERAL
3815;CLINICA MEDICA
3816;PSIQUIATRIA
3817;ANGIOLOGIA
3818;GINECOLOGIA E OBSTETRICIA
3819;CIRURGIA GERAL
3820;ENDOCRINOLOGIA E METABOLOGIA
3821;GASTROENTEROLOGIA
3822;CARDIOLOGIA
3823;ENDOCRINOLOGIA E METABOLOGIA
3824;CARDIOLOGIA
3825;GINECOLOGIA E OBSTETRICIA
3826;PSIQUIATRIA
3827;GINECOLOGIA E OBSTETRICIA
3828;ORTOPEDIA E TRAUMATOLOGIA
3829;PEDIATRIA
3830;CLINICA MEDICA
3831;PSIQUIATRIA
3832;PATOLOGIA
3833;CARDIOLOGIA
3834;UROLOGIA
3835;GINECOLOGIA E OBSTETRICIA
3836;CARDIOLOGIA
3837;CARDIOLOGIA
3838;PSIQUIATRIA
3839;CLINICA MEDICA
3840;PEDIATRIA
3841;CARDIOLOGIA
3842;CARDIOLOGIA
3843;GINECOLOGIA E OBSTETRICIA
3844;ENDOCRINOLOGIA E METABOLOGIA
3845;PEDIATRIA
3846;CARDIOLOGIA
3847;UROLOGIA
3848;CARDIOLOGIA
3849;NEFROLOGIA
3850;GASTROENTEROLOGIA
3851;PEDIATRIA
3852;CLINICA MEDICA
3853;CARDIOLOGIA
3854;GINECOLOGIA E OBSTETRICIA
3855;PSIQUIATRIA
3856;ENDOCRINOLOGIA E METABOLOGIA
3857;PSIQUIATRIA
3858;ANGIOLOGIA
3859;NEUROLOGIA
3860;PEDIATRIA
3861;CARDIOLOGIA
3862;GINECOLOGIA E OBSTETRICIA
3863;OFTALMOLOGIA
3864;PEDIATRIA
3865;GINECOLOGIA E OBSTETRICIA
3866;GINECOLOGIA E OBSTETRICIA
3867;ANESTESIOLOGIA
3868;ANESTESIOLOGIA
3869;ANESTESIOLOGIA
3870;PSIQUIATRIA
3871;GERIATRIA
3872;CLINICA MEDICA
3873;ENDOCRINOLOGIA E METABOLOGIA
3874;PSIQUIATRIA
3875;GINECOLOGIA E OBSTETRICIA
3876;CLINICA MEDICA
3877;MEDICINA INTENSIVA
3878;CLINICA MEDICA
3879;GERIATRIA
3880;OTORRINOLARINGOLOGIA
3881;GERIATRIA
3882;GERIATRIA
3883;CARDIOLOGIA
3884;GINECOLOGIA E OBSTETRICIA
3885;CARDIOLOGIA
3886;CIRURGIA DO APARELHO DIGESTIVO
3887;CARDIOLOGIA
3888;OFTALMOLOGIA
3889;CARDIOLOGIA
3890;DERMATOLOGIA
3891;CARDIOLOGIA
3892;PEDIATRIA
3893;CARDIOLOGIA
3894;OFTALMOLOGIA
3895;CARDIOLOGIA
3896;GINECOLOGIA E OBSTETRICIA
